company,time,metric,value
Västra Orusts Energitjänst ek. för.,1/1/2021,Inmatad energi från småskalig elproduktionsanläggning (MWh),956
Västra Orusts Energitjänst ek. för.,1/1/2022,Inmatad energi från småskalig elproduktionsanläggning (MWh),
Västra Orusts Energitjänst ek. för.,1/1/2023,Inmatad energi från småskalig elproduktionsanläggning (MWh),
Västra Orusts Energitjänst ek. för.,1/1/2018,Inmatad energi från småskaliga elproduktionsanläggningar (MWh),
Västra Orusts Energitjänst ek. för.,1/1/2019,Inmatad energi från småskaliga elproduktionsanläggningar (MWh),
Västra Orusts Energitjänst ek. för.,1/1/2020,Inmatad energi från småskaliga elproduktionsanläggningar (MWh),
Västra Orusts Energitjänst ek. för.,1/1/2021,Inmatad energi från småskaliga elproduktionsanläggningar (MWh),
Västra Orusts Energitjänst ek. för.,1/1/2022,Inmatad energi från småskaliga elproduktionsanläggningar (MWh),1170
Västra Orusts Energitjänst ek. för.,1/1/2023,Inmatad energi från småskaliga elproduktionsanläggningar (MWh),1300
Västra Orusts Energitjänst ek. för.,1/1/2018,Ledningslängd högspänning - isolerad luftledning (km),0
Västra Orusts Energitjänst ek. för.,1/1/2019,Ledningslängd högspänning - isolerad luftledning (km),0
Västra Orusts Energitjänst ek. för.,1/1/2020,Ledningslängd högspänning - isolerad luftledning (km),0
Västra Orusts Energitjänst ek. för.,1/1/2021,Ledningslängd högspänning - isolerad luftledning (km),0
Västra Orusts Energitjänst ek. för.,1/1/2022,Ledningslängd högspänning - isolerad luftledning (km),0
Västra Orusts Energitjänst ek. för.,1/1/2023,Ledningslängd högspänning - isolerad luftledning (km),0
Västra Orusts Energitjänst ek. för.,1/1/2018,Ledningslängd högspänning - jordkabel (km),103
Västra Orusts Energitjänst ek. för.,1/1/2019,Ledningslängd högspänning - jordkabel (km),106
Västra Orusts Energitjänst ek. för.,1/1/2020,Ledningslängd högspänning - jordkabel (km),115
Västra Orusts Energitjänst ek. för.,1/1/2021,Ledningslängd högspänning - jordkabel (km),119
Västra Orusts Energitjänst ek. för.,1/1/2022,Ledningslängd högspänning - jordkabel (km),125
Västra Orusts Energitjänst ek. för.,1/1/2023,Ledningslängd högspänning - jordkabel (km),126
Västra Orusts Energitjänst ek. för.,1/1/2018,Ledningslängd högspänning - oisolerad luftledning (km),37
Västra Orusts Energitjänst ek. för.,1/1/2019,Ledningslängd högspänning - oisolerad luftledning (km),36
Västra Orusts Energitjänst ek. för.,1/1/2020,Ledningslängd högspänning - oisolerad luftledning (km),28
Västra Orusts Energitjänst ek. för.,1/1/2021,Ledningslängd högspänning - oisolerad luftledning (km),25
Västra Orusts Energitjänst ek. för.,1/1/2022,Ledningslängd högspänning - oisolerad luftledning (km),20
Västra Orusts Energitjänst ek. för.,1/1/2023,Ledningslängd högspänning - oisolerad luftledning (km),19
Västra Orusts Energitjänst ek. för.,1/1/2018,Ledningslängd lågspänning - isolerad luftledning (km),23
Västra Orusts Energitjänst ek. för.,1/1/2019,Ledningslängd lågspänning - isolerad luftledning (km),22
Västra Orusts Energitjänst ek. för.,1/1/2020,Ledningslängd lågspänning - isolerad luftledning (km),21
Västra Orusts Energitjänst ek. för.,1/1/2021,Ledningslängd lågspänning - isolerad luftledning (km),21
Västra Orusts Energitjänst ek. för.,1/1/2022,Ledningslängd lågspänning - isolerad luftledning (km),19
Västra Orusts Energitjänst ek. för.,1/1/2023,Ledningslängd lågspänning - isolerad luftledning (km),19
Västra Orusts Energitjänst ek. för.,1/1/2018,Ledningslängd lågspänning - jordkabel (km),409
Västra Orusts Energitjänst ek. för.,1/1/2019,Ledningslängd lågspänning - jordkabel (km),411
Västra Orusts Energitjänst ek. för.,1/1/2020,Ledningslängd lågspänning - jordkabel (km),413
Västra Orusts Energitjänst ek. för.,1/1/2021,Ledningslängd lågspänning - jordkabel (km),417
Västra Orusts Energitjänst ek. för.,1/1/2022,Ledningslängd lågspänning - jordkabel (km),423
Västra Orusts Energitjänst ek. för.,1/1/2023,Ledningslängd lågspänning - jordkabel (km),425
Västra Orusts Energitjänst ek. för.,1/1/2018,Ledningslängd lågspänning - oisolerad luftledning (km),2
Västra Orusts Energitjänst ek. för.,1/1/2019,Ledningslängd lågspänning - oisolerad luftledning (km),1
Västra Orusts Energitjänst ek. för.,1/1/2020,Ledningslängd lågspänning - oisolerad luftledning (km),1
Västra Orusts Energitjänst ek. för.,1/1/2021,Ledningslängd lågspänning - oisolerad luftledning (km),1
Västra Orusts Energitjänst ek. för.,1/1/2022,Ledningslängd lågspänning - oisolerad luftledning (km),1
Västra Orusts Energitjänst ek. för.,1/1/2023,Ledningslängd lågspänning - oisolerad luftledning (km),0
Västra Orusts Energitjänst ek. för.,1/1/2018,Lågspänningsabonnemang i uttagspunkt (antal),5611
Västra Orusts Energitjänst ek. för.,1/1/2019,Lågspänningsabonnemang i uttagspunkt (antal),5625
Västra Orusts Energitjänst ek. för.,1/1/2020,Lågspänningsabonnemang i uttagspunkt (antal),5640
Västra Orusts Energitjänst ek. för.,1/1/2021,Lågspänningsabonnemang i uttagspunkt (antal),5655
Västra Orusts Energitjänst ek. för.,1/1/2022,Lågspänningsabonnemang i uttagspunkt (antal),5682
Västra Orusts Energitjänst ek. för.,1/1/2023,Lågspänningsabonnemang i uttagspunkt (antal),5712
Västra Orusts Energitjänst ek. för.,1/1/2018,Medellastfaktor,0.84
Västra Orusts Energitjänst ek. för.,1/1/2019,Medellastfaktor,0.84
Västra Orusts Energitjänst ek. för.,1/1/2020,Medellastfaktor,0.86
Västra Orusts Energitjänst ek. för.,1/1/2021,Medellastfaktor,0.86
Västra Orusts Energitjänst ek. för.,1/1/2022,Medellastfaktor,0.8516
Västra Orusts Energitjänst ek. för.,1/1/2023,Medellastfaktor,0.8477
Västra Orusts Energitjänst ek. för.,1/1/2018,Meter ledning per nätstation (beräkning),3521.472393
Västra Orusts Energitjänst ek. för.,1/1/2019,Meter ledning per nätstation (beräkning),3533.742331
Västra Orusts Energitjänst ek. för.,1/1/2020,Meter ledning per nätstation (beräkning),3546.01227
Västra Orusts Energitjänst ek. för.,1/1/2021,Meter ledning per nätstation (beräkning),3576.687117
Västra Orusts Energitjänst ek. för.,1/1/2022,Meter ledning per nätstation (beräkning),3585.365854
Västra Orusts Energitjänst ek. för.,1/1/2023,Meter ledning per nätstation (beräkning),3548.192771
Västra Orusts Energitjänst ek. för.,1/1/2018,Nätets sammanlagda abonnerade effekt (MW) - överliggande och angränsande nät,19
Västra Orusts Energitjänst ek. för.,1/1/2019,Nätets sammanlagda abonnerade effekt (MW) - överliggande och angränsande nät,18.4
Västra Orusts Energitjänst ek. för.,1/1/2020,Nätets sammanlagda abonnerade effekt (MW) - överliggande och angränsande nät,17.5
Västra Orusts Energitjänst ek. för.,1/1/2021,Nätets sammanlagda abonnerade effekt (MW) - överliggande och angränsande nät,17.2
Västra Orusts Energitjänst ek. för.,1/1/2022,Nätets sammanlagda abonnerade effekt (MW) - överliggande och angränsande nät,17.6
Västra Orusts Energitjänst ek. för.,1/1/2023,Nätets sammanlagda abonnerade effekt (MW) - överliggande och angränsande nät,17.6
Västra Orusts Energitjänst ek. för.,1/1/2018,Nätstationer inom området (antal),163
Västra Orusts Energitjänst ek. för.,1/1/2019,Nätstationer inom området (antal),163
Västra Orusts Energitjänst ek. för.,1/1/2020,Nätstationer inom området (antal),163
Västra Orusts Energitjänst ek. för.,1/1/2021,Nätstationer inom området (antal),163
Västra Orusts Energitjänst ek. för.,1/1/2022,Nätstationer inom området (antal),164
Västra Orusts Energitjänst ek. för.,1/1/2023,Nätstationer inom området (antal),166
Västra Orusts Energitjänst ek. för.,1/1/2018,Sammanlagd maximal inmatad effekt (MW) till redovisningsenheten,21
Västra Orusts Energitjänst ek. för.,1/1/2019,Sammanlagd maximal inmatad effekt (MW) till redovisningsenheten,14.75
Västra Orusts Energitjänst ek. för.,1/1/2020,Sammanlagd maximal inmatad effekt (MW) till redovisningsenheten,13.82
Västra Orusts Energitjänst ek. för.,1/1/2021,Sammanlagd maximal inmatad effekt (MW) till redovisningsenheten,20.67
Västra Orusts Energitjänst ek. för.,1/1/2022,Sammanlagd maximal inmatad effekt (MW) till redovisningsenheten,16.2
Västra Orusts Energitjänst ek. för.,1/1/2023,Sammanlagd maximal inmatad effekt (MW) till redovisningsenheten,16.5
Västra Orusts Energitjänst ek. för.,1/1/2018,Total ledningslängd (meter) per abonnemang (beräkning),102.2808268
Västra Orusts Energitjänst ek. för.,1/1/2019,Total ledningslängd (meter) per abonnemang (beräkning),102.3817988
Västra Orusts Energitjänst ek. för.,1/1/2020,Total ledningslängd (meter) per abonnemang (beräkning),102.4641021
Västra Orusts Energitjänst ek. för.,1/1/2021,Total ledningslängd (meter) per abonnemang (beräkning),103.0763791
Västra Orusts Energitjänst ek. för.,1/1/2022,Total ledningslängd (meter) per abonnemang (beräkning),103.466479
Västra Orusts Energitjänst ek. för.,1/1/2023,Total ledningslängd (meter) per abonnemang (beräkning),103.0981971
Västra Orusts Energitjänst ek. för.,1/1/2018,Total ledningslängd luftledning och jordkabel (beräkning),574
Västra Orusts Energitjänst ek. för.,1/1/2019,Total ledningslängd luftledning och jordkabel (beräkning),576
Västra Orusts Energitjänst ek. för.,1/1/2020,Total ledningslängd luftledning och jordkabel (beräkning),578
Västra Orusts Energitjänst ek. för.,1/1/2021,Total ledningslängd luftledning och jordkabel (beräkning),583
Västra Orusts Energitjänst ek. för.,1/1/2022,Total ledningslängd luftledning och jordkabel (beräkning),588
Västra Orusts Energitjänst ek. för.,1/1/2023,Total ledningslängd luftledning och jordkabel (beräkning),589
Västra Orusts Energitjänst ek. för.,1/1/2018,Totalsumma inmatad energi till redovisningsenheten (MWh),70808
Västra Orusts Energitjänst ek. för.,1/1/2019,Totalsumma inmatad energi till redovisningsenheten (MWh),63792
Västra Orusts Energitjänst ek. för.,1/1/2020,Totalsumma inmatad energi till redovisningsenheten (MWh),62357
Västra Orusts Energitjänst ek. för.,1/1/2021,Totalsumma inmatad energi till redovisningsenheten (MWh),71958
Västra Orusts Energitjänst ek. för.,1/1/2022,Totalsumma inmatad energi till redovisningsenheten (MWh),59939
Västra Orusts Energitjänst ek. för.,1/1/2023,Totalsumma inmatad energi till redovisningsenheten (MWh),60217
Västra Orusts Energitjänst ek. för.,1/1/2018,Totalt antal abonnemang för inmatning från produktionsanläggning (antal),39
Västra Orusts Energitjänst ek. för.,1/1/2019,Totalt antal abonnemang för inmatning från produktionsanläggning (antal),56
Västra Orusts Energitjänst ek. för.,1/1/2020,Totalt antal abonnemang för inmatning från produktionsanläggning (antal),76
Västra Orusts Energitjänst ek. för.,1/1/2021,Totalt antal abonnemang för inmatning från produktionsanläggning (antal),92
Västra Orusts Energitjänst ek. för.,1/1/2018,Totalt antal abonnemang i uttagspunkt,5612
Västra Orusts Energitjänst ek. för.,1/1/2019,Totalt antal abonnemang i uttagspunkt,5626
Västra Orusts Energitjänst ek. för.,1/1/2020,Totalt antal abonnemang i uttagspunkt,5641
Västra Orusts Energitjänst ek. för.,1/1/2021,Totalt antal abonnemang i uttagspunkt,5656
Västra Orusts Energitjänst ek. för.,1/1/2022,Totalt antal abonnemang i uttagspunkt,5683
Västra Orusts Energitjänst ek. för.,1/1/2023,Totalt antal abonnemang i uttagspunkt,5713
Västra Orusts Energitjänst ek. för.,1/1/2018,Totalt installerad transformatoreffekt i nätstationerna (MVA),38
Västra Orusts Energitjänst ek. för.,1/1/2019,Totalt installerad transformatoreffekt i nätstationerna (MVA),39
Västra Orusts Energitjänst ek. för.,1/1/2020,Totalt installerad transformatoreffekt i nätstationerna (MVA),39
Västra Orusts Energitjänst ek. för.,1/1/2021,Totalt installerad transformatoreffekt i nätstationerna (MVA),39
Västra Orusts Energitjänst ek. för.,1/1/2022,Totalt installerad transformatoreffekt i nätstationerna (MVA),39
Västra Orusts Energitjänst ek. för.,1/1/2023,Totalt installerad transformatoreffekt i nätstationerna (MVA),40
Västra Orusts Energitjänst ek. för.,1/1/2018,Under året producerad energi för att täcka nätförluster (MWh),128
Västra Orusts Energitjänst ek. för.,1/1/2019,Under året producerad energi för att täcka nätförluster (MWh),133
Västra Orusts Energitjänst ek. för.,1/1/2020,Under året producerad energi för att täcka nätförluster (MWh),178
Västra Orusts Energitjänst ek. för.,1/1/2021,Under året producerad energi för att täcka nätförluster (MWh),226
Västra Orusts Energitjänst ek. för.,1/1/2022,Under året producerad energi för att täcka nätförluster (MWh),
Västra Orusts Energitjänst ek. för.,1/1/2023,Under året producerad energi för att täcka nätförluster (MWh),
Västra Orusts Energitjänst ek. för.,1/1/2018,Utmatad energi i gränspunkt (MWh),0
Västra Orusts Energitjänst ek. för.,1/1/2019,Utmatad energi i gränspunkt (MWh),0
Västra Orusts Energitjänst ek. för.,1/1/2020,Utmatad energi i gränspunkt (MWh),0
Västra Orusts Energitjänst ek. för.,1/1/2021,Utmatad energi i gränspunkt (MWh),0
Västra Orusts Energitjänst ek. för.,1/1/2022,Utmatad energi i gränspunkt (MWh),0
Västra Orusts Energitjänst ek. för.,1/1/2023,Utmatad energi i gränspunkt (MWh),0
Västra Orusts Energitjänst ek. för.,1/1/2018,Utmatad energi till slutkund - högspänning (MWh),1819
Västra Orusts Energitjänst ek. för.,1/1/2019,Utmatad energi till slutkund - högspänning (MWh),1774
Västra Orusts Energitjänst ek. för.,1/1/2020,Utmatad energi till slutkund - högspänning (MWh),1840
Västra Orusts Energitjänst ek. för.,1/1/2021,Utmatad energi till slutkund - högspänning (MWh),1808
Västra Orusts Energitjänst ek. för.,1/1/2022,Utmatad energi till slutkund - högspänning (MWh),1719
Västra Orusts Energitjänst ek. för.,1/1/2023,Utmatad energi till slutkund - högspänning (MWh),1507
Västra Orusts Energitjänst ek. för.,1/1/2018,Utmatad energi till slutkund - lågspänning (MWh),65599
Västra Orusts Energitjänst ek. för.,1/1/2019,Utmatad energi till slutkund - lågspänning (MWh),59047
Västra Orusts Energitjänst ek. för.,1/1/2020,Utmatad energi till slutkund - lågspänning (MWh),57854
Västra Orusts Energitjänst ek. för.,1/1/2021,Utmatad energi till slutkund - lågspänning (MWh),66846
Västra Orusts Energitjänst ek. för.,1/1/2022,Utmatad energi till slutkund - lågspänning (MWh),55865
Västra Orusts Energitjänst ek. för.,1/1/2023,Utmatad energi till slutkund - lågspänning (MWh),56076
Västra Orusts Energitjänst ek. för.,1/1/2018,Utnyttjningsgrad,
Västra Orusts Energitjänst ek. för.,1/1/2019,Utnyttjningsgrad,
Västra Orusts Energitjänst ek. för.,1/1/2020,Utnyttjningsgrad,0.511
Västra Orusts Energitjänst ek. för.,1/1/2021,Utnyttjningsgrad,0.4006
Västra Orusts Energitjänst ek. för.,1/1/2022,Utnyttjningsgrad,0.426
Västra Orusts Energitjänst ek. för.,1/1/2023,Utnyttjningsgrad,0.4084
Västra Orusts Energitjänst ek. för.,1/1/2018,Varav abonnemang för småskalig produktion högspänning (antal),1
Västra Orusts Energitjänst ek. för.,1/1/2019,Varav abonnemang för småskalig produktion högspänning (antal),1
Västra Orusts Energitjänst ek. för.,1/1/2020,Varav abonnemang för småskalig produktion högspänning (antal),1
Västra Orusts Energitjänst ek. för.,1/1/2021,Varav abonnemang för småskalig produktion högspänning (antal),1
Västra Orusts Energitjänst ek. för.,1/1/2022,Varav abonnemang för småskalig produktion högspänning (antal),
Västra Orusts Energitjänst ek. för.,1/1/2023,Varav abonnemang för småskalig produktion högspänning (antal),
Västra Orusts Energitjänst ek. för.,1/1/2018,Varav abonnemang för småskalig produktion lågspänning (antal),38
Västra Orusts Energitjänst ek. för.,1/1/2019,Varav abonnemang för småskalig produktion lågspänning (antal),55
Västra Orusts Energitjänst ek. för.,1/1/2020,Varav abonnemang för småskalig produktion lågspänning (antal),75
Västra Orusts Energitjänst ek. för.,1/1/2021,Varav abonnemang för småskalig produktion lågspänning (antal),91
Västra Orusts Energitjänst ek. för.,1/1/2022,Varav abonnemang för småskalig produktion lågspänning (antal),
Västra Orusts Energitjänst ek. för.,1/1/2023,Varav abonnemang för småskalig produktion lågspänning (antal),
Västra Orusts Energitjänst ek. för.,1/1/2018,Varav inmatad energi från elproduktionsanläggningar anslutna till redovisningsenheten (MWh),1180
Västra Orusts Energitjänst ek. för.,1/1/2019,Varav inmatad energi från elproduktionsanläggningar anslutna till redovisningsenheten (MWh),1284
Västra Orusts Energitjänst ek. för.,1/1/2020,Varav inmatad energi från elproduktionsanläggningar anslutna till redovisningsenheten (MWh),1549
Västra Orusts Energitjänst ek. för.,1/1/2021,Varav inmatad energi från elproduktionsanläggningar anslutna till redovisningsenheten (MWh),1368
Västra Orusts Energitjänst ek. för.,1/1/2018,Varav inmatad energi från mikroproduktionsanläggningar till redovisningsenheten (MWh),159
